Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Year - Date Modified,Area Count,Air Temperature(°F),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Estimated Volume (Dry)(bu/ac),Estimated Volume (Wet)(bu/ac),Moisture(%),Speed(mph),Swath Width(ft),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac),Operation - Name,Monitor - Name,Product - Name
-86.21783718,40.99648595,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.203,10/27/2015,Yes,797.87,31.61,32.06,16.70,3.476,20.00,1770.1,1795.6,Grain Harvest,203748,CORN
-86.21781935,40.99648136,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,2.924,10/27/2015,Yes,797.86,21.90,22.19,16.60,3.494,20.00,1226.5,1242.7,Grain Harvest,203748,CORN
-86.21780162,40.99647697,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,1.887,10/27/2015,Yes,797.89,13.93,14.12,16.60,3.546,20.00,780.19,790.48,Grain Harvest,203748,CORN
-86.21778346,40.99647255,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,2.222,10/27/2015,Yes,797.83,16.75,16.97,16.60,3.472,20.00,937.87,950.24,Grain Harvest,203748,CORN
-86.21776591,40.99646836,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,3.558,10/27/2015,Yes,797.84,26.79,27.14,16.60,3.476,20.00,1500.3,1520.1,Grain Harvest,203748,CORN
-86.21774832,40.99646388,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.678,10/27/2015,Yes,797.97,50.09,50.75,16.60,3.490,20.00,2805.0,2842.0,Grain Harvest,203748,CORN
-86.21773100,40.99645915,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.452,10/27/2015,Yes,798.12,33.65,34.09,16.60,3.463,20.00,1884.3,1909.1,Grain Harvest,203748,CORN
-86.21771450,40.99645445,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.994,10/27/2015,Yes,798.40,53.31,54.01,16.60,3.434,20.00,2985.3,3024.7,Grain Harvest,203748,CORN
-86.21769686,40.99644937,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.359,10/27/2015,Yes,798.54,68.02,68.91,16.60,3.601,20.00,3809.0,3859.2,Grain Harvest,203748,CORN
-86.21767987,40.99644412,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.631,10/27/2015,Yes,798.73,72.38,73.33,16.60,3.483,20.00,4053.1,4106.5,Grain Harvest,203748,CORN
-86.21766219,40.99643889,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.81,10/27/2015,Yes,798.85,82.09,82.58,16.00,3.472,20.00,4597.2,4624.6,Grain Harvest,203748,CORN
-86.21764495,40.99643403,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,8.657,10/27/2015,Yes,799.04,66.12,66.12,15.50,3.472,20.00,3702.9,3702.9,Grain Harvest,203748,CORN
-86.21762711,40.99642910,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,11.03,10/27/2015,Yes,799.12,83.94,84.04,15.60,3.481,20.00,4700.8,4706.4,Grain Harvest,203748,CORN
-86.21760954,40.99642420,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,11.40,10/27/2015,Yes,799.29,83.69,83.79,15.60,3.608,20.00,4686.6,4692.2,Grain Harvest,203748,CORN
-86.21759115,40.99641907,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,15.20,10/27/2015,Yes,799.36,111.77,112.03,15.70,3.597,20.00,6258.9,6273.8,Grain Harvest,203748,CORN
-86.21757245,40.99641388,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,12.23,10/27/2015,Yes,799.48,88.32,88.32,15.20,3.671,20.00,4946.1,4946.1,Grain Harvest,203748,CORN
-86.21755372,40.99640854,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,18.18,10/27/2015,Yes,799.60,129.26,129.26,14.30,3.729,20.00,7238.7,7238.7,Grain Harvest,203748,CORN
-86.21753455,40.99640326,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,14.67,10/27/2015,Yes,799.72,102.32,102.32,14.40,3.803,20.00,5729.8,5729.8,Grain Harvest,203748,CORN
-86.21751486,40.99639842,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,16.98,10/27/2015,Yes,799.78,117.07,117.07,14.40,3.845,20.00,6555.9,6555.9,Grain Harvest,203748,CORN
-86.21749573,40.99639325,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,19.50,10/27/2015,Yes,799.87,136.53,136.53,14.40,3.787,20.00,7645.9,7645.9,Grain Harvest,203748,CORN
-86.21747643,40.99638819,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,17.85,10/27/2015,Yes,799.96,122.60,122.60,14.20,3.861,20.00,6865.6,6865.6,Grain Harvest,203748,CORN
-86.21745719,40.99638303,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,21.44,10/27/2015,Yes,800.07,147.25,147.25,14.30,3.861,20.00,8246.1,8246.1,Grain Harvest,203748,CORN
-86.21743783,40.99637787,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,21.51,10/27/2015,Yes,800.13,148.66,148.66,14.40,3.836,20.00,8324.8,8324.8,Grain Harvest,203748,CORN
