Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.08804224,41.51833810,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,795,4.236,157.80,1.000,983.09,10/19/2016,On,20.00,Yes,25.83,19.00,13280,237.15,12730,227.33,In,0.0036,0.0032,0.613,0.00,65.00,4,2.888,7.001,1.630,11.41,0.00012,0.0069,1660.3,0.253,10/19/2016
-85.08803649,41.51832783,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,796,4.177,157.60,1.000,983.20,10/19/2016,On,20.00,Yes,25.23,19.90,13159,234.98,12474,222.74,In,0.00,0.0032,0.605,0.00,69.00,4,2.848,6.903,1.653,11.41,0.00013,0.0070,1622.1,0.250,10/19/2016
-85.08803069,41.51831735,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,797,4.134,157.20,1.000,983.13,10/19/2016,On,20.00,Yes,25.42,19.90,13394,239.19,12697,226.73,In,0.0018,0.0032,0.599,0.00,67.00,4,2.819,6.833,1.670,11.41,0.00012,0.0070,1634.3,0.247,10/19/2016
-85.08802476,41.51830720,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,798,4.101,156.40,1.000,983.30,10/19/2016,On,20.00,Yes,23.75,19.60,12612,225.21,12000,214.28,In,2.590e-009,0.0032,0.594,0.00,68.00,4,2.796,6.779,1.684,11.41,0.00013,0.0075,1526.6,0.245,10/19/2016
-85.08801887,41.51829707,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,799,4.065,156.00,1.000,983.24,10/19/2016,On,20.00,Yes,25.93,19.50,13894,248.11,13237,236.37,In,-0.00045,0.0032,0.589,0.00,68.00,4,2.772,6.719,1.699,11.41,0.00012,0.0068,1667.1,0.243,10/19/2016
-85.08801280,41.51828679,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,800,4.022,155.40,1.000,983.33,10/19/2016,On,20.00,Yes,26.19,20.20,14183,253.27,13394,239.18,In,0.0041,0.0034,0.538,0.00,68.00,4,2.742,6.648,1.860,12.36,0.00013,0.0073,1683.8,0.222,10/19/2016
-85.08800656,41.51827671,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,801,4.131,155.00,1.000,983.38,10/19/2016,On,20.00,Yes,26.38,20.20,13911,248.41,13137,234.59,In,0.00046,0.0032,0.598,0.00,67.00,4,2.816,6.827,1.672,11.41,0.00012,0.0067,1696.0,0.247,10/19/2016
-85.08800040,41.51826684,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,802,4.134,155.30,1.000,983.51,10/19/2016,On,20.00,Yes,25.51,19.90,13439,239.99,12739,227.49,In,0.0041,0.0032,0.599,0.00,63.00,4,2.819,6.833,1.670,11.41,0.00012,0.0070,1639.8,0.247,10/19/2016
-85.08799412,41.51825680,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,803,4.045,155.00,1.000,983.48,10/19/2016,On,20.00,Yes,25.49,19.60,13723,245.04,13057,233.15,In,0.0036,0.0032,0.586,0.00,68.00,4,2.758,6.686,1.707,11.41,0.00012,0.0070,1638.5,0.242,10/19/2016
-85.08798755,41.51824617,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,804,4.134,155.00,1.000,983.53,10/19/2016,On,20.00,Yes,24.67,20.00,12996,232.06,12304,219.71,In,0.00046,0.0032,0.599,0.00,68.00,4,2.819,6.833,1.670,11.41,0.00013,0.0072,1585.6,0.247,10/19/2016
