Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.07094662,41.50486067,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,143,4.035,264.40,1.000,1006.5,10/8/2016,On,35.00,Yes,10.56,16.20,3256.9,54.28,3137.1,52.29,In,-0.0014,0.0029,1.116,0.00,65.00,1,2.751,11.67,0.896,10.46,0.00028,0.017,633.62,0.263,10/8/2016
-85.07096131,41.50485951,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,144,4.314,264.10,1.000,1006.4,10/8/2016,On,35.00,Yes,10.58,16.30,3051.6,50.86,2935.8,48.93,In,0.0023,0.0032,1.094,0.00,70.00,1,2.942,12.48,0.914,11.41,0.00030,0.018,634.70,0.258,10/8/2016
-85.07097696,41.50485812,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,145,4.314,263.20,1.000,1006.3,10/8/2016,On,35.00,Yes,12.11,16.30,3493.3,58.22,3360.8,56.01,In,-0.0018,0.0034,1.009,0.00,68.00,1,2.942,12.48,0.991,12.36,0.00028,0.017,726.58,0.238,10/8/2016
-85.07099213,41.50485667,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,146,4.281,262.20,1.000,1006.1,10/8/2016,On,35.00,Yes,11.51,16.30,3344.9,55.75,3218.1,53.63,In,0.0018,0.0034,1.002,0.00,68.00,1,2.919,12.38,0.998,12.36,0.00030,0.018,690.42,0.236,10/8/2016
-85.07100704,41.50485501,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,147,4.150,261.70,1.000,1006.0,10/8/2016,On,35.00,Yes,11.08,16.30,3323.2,55.39,3197.2,53.29,In,0.00,0.0034,0.971,0.00,73.00,1,2.830,12.00,1.030,12.36,0.00031,0.019,664.91,0.229,10/8/2016
-85.07101965,41.50485362,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,148,4.331,261.60,1.000,1005.9,10/8/2016,On,35.00,Yes,10.77,16.30,3094.6,51.58,2977.2,49.62,In,0.0018,0.0034,1.013,0.00,72.00,1,2.953,12.53,0.987,12.36,0.00032,0.019,646.09,0.239,10/8/2016
-85.07103751,41.50485154,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,149,4.209,260.80,1.000,1005.8,10/8/2016,On,35.00,Yes,12.04,16.30,3559.7,59.33,3424.7,57.08,In,2.590e-009,0.0034,0.985,0.00,72.00,1,2.870,12.18,1.015,12.36,0.00029,0.017,722.37,0.232,10/8/2016
-85.07105266,41.50484964,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,150,4.252,260.20,1.000,1005.7,10/8/2016,On,35.00,Yes,12.46,16.30,3647.3,60.79,3508.9,58.48,In,-3.880e-009,0.0034,0.995,0.00,78.00,1,2.899,12.30,1.005,12.36,0.00028,0.017,747.63,0.234,10/8/2016
-85.07106824,41.50484755,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,151,4.177,260.40,1.000,1005.6,10/8/2016,On,35.00,Yes,12.53,16.30,3735.3,62.25,3593.6,59.89,In,0.0018,0.0037,0.907,0.00,77.00,1,2.848,12.08,1.102,13.31,0.00030,0.018,752.09,0.214,10/8/2016
-85.07108331,41.50484556,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,152,4.183,260.30,1.000,1005.5,10/8/2016,On,35.00,Yes,13.13,16.30,3906.3,65.11,3758.1,62.64,In,-0.0018,0.0037,0.909,0.00,74.00,1,2.852,12.10,1.100,13.31,0.00028,0.017,787.76,0.214,10/8/2016
-85.07109876,41.50484358,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,153,4.318,260.00,1.000,1005.5,10/8/2016,On,35.00,Yes,11.19,16.30,3224.2,53.74,3101.9,51.70,In,0.00,0.0037,0.938,0.00,77.00,1,2.944,12.49,1.066,13.31,0.00033,0.020,671.10,0.221,10/8/2016
-85.07111354,41.50484165,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,154,4.334,259.90,1.000,1005.5,10/8/2016,On,35.00,Yes,11.84,16.30,3399.2,56.65,3270.3,54.51,In,0.0023,0.0037,0.942,0.00,79.00,1,2.955,12.54,1.062,13.31,0.00031,0.019,710.23,0.222,10/8/2016
-85.07112830,41.50483959,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,155,4.318,258.40,1.000,1005.6,10/8/2016,On,35.00,Yes,11.32,16.30,3262.2,54.37,3138.5,52.31,In,-0.0014,0.0037,0.938,0.00,77.00,1,2.944,12.49,1.066,13.31,0.00033,0.020,679.03,0.221,10/8/2016
-85.07114261,41.50483732,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,156,4.301,256.90,1.000,1005.7,10/8/2016,On,35.00,Yes,10.93,16.30,3163.6,52.73,3043.6,50.73,In,3.880e-009,0.0037,0.934,0.00,76.00,1,2.933,12.44,1.070,13.31,0.00034,0.020,656.00,0.220,10/8/2016
-85.07115702,41.50483466,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,157,4.134,255.80,1.000,1005.7,10/8/2016,On,35.00,Yes,10.29,16.30,3097.8,51.63,2980.3,49.67,In,-0.0018,0.0037,0.898,0.00,78.00,1,2.819,11.96,1.113,13.31,0.00036,0.022,617.36,0.212,10/8/2016
-85.07117089,41.50483206,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,158,4.229,256.00,1.000,1006.0,10/8/2016,On,35.00,Yes,10.64,16.30,3131.4,52.19,3012.6,50.21,In,0.0018,0.0037,0.919,0.00,74.00,1,2.883,12.23,1.088,13.31,0.00035,0.021,638.41,0.217,10/8/2016
-85.07118634,41.50482906,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,159,4.783,256.60,1.000,1006.0,10/8/2016,On,35.00,Yes,11.12,16.30,2893.0,48.22,2783.2,46.39,In,0.00,0.0037,1.039,0.00,81.00,1,3.261,13.84,0.962,13.31,0.00033,0.020,667.14,0.245,10/8/2016
-85.07120325,41.50482611,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,160,4.705,258.80,1.000,1006.1,10/8/2016,On,35.00,Yes,11.85,16.30,3134.7,52.24,3015.8,50.26,In,-0.0018,0.0040,0.954,0.00,81.00,1,3.208,13.61,1.048,14.27,0.00033,0.020,710.98,0.225,10/8/2016
-85.07121946,41.50482398,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,161,4.869,261.70,1.000,1006.3,10/8/2016,On,35.00,Yes,11.06,16.30,2826.5,47.11,2719.3,45.32,In,0.0023,0.0040,0.987,0.00,79.00,1,3.320,14.08,1.013,14.27,0.00036,0.022,663.43,0.233,10/8/2016
-85.07123562,41.50482251,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,162,4.629,264.10,1.000,1006.5,10/8/2016,On,35.00,Yes,9.955,16.30,2676.4,44.61,2574.9,42.91,In,0.0018,0.0040,0.939,0.00,79.00,1,3.156,13.39,1.065,14.27,0.00040,0.024,597.30,0.221,10/8/2016
-85.07125236,41.50482159,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,163,4.662,266.80,1.000,1006.7,10/8/2016,On,35.00,Yes,10.29,16.30,2747.9,45.80,2643.7,44.06,In,0.0018,0.0037,1.013,0.00,77.00,1,3.179,13.49,0.987,13.31,0.00036,0.022,617.61,0.239,10/8/2016
-85.07126805,41.50482138,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,164,4.321,270.30,1.000,1006.9,10/8/2016,On,35.00,Yes,10.33,16.30,2975.6,49.59,2862.8,47.71,In,0.0014,0.0040,0.876,0.00,77.00,1,2.946,12.50,1.141,14.27,0.00038,0.023,619.84,0.207,10/8/2016
-85.07128348,41.50482170,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,165,4.173,272.10,1.000,1007.1,10/8/2016,On,35.00,Yes,9.035,16.30,2694.4,44.91,2592.2,43.20,In,-0.0023,0.0037,0.907,0.00,76.00,1,2.845,12.07,1.103,13.31,0.00041,0.025,542.08,0.214,10/8/2016
-85.07129877,41.50482241,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,166,4.094,272.90,1.000,1007.2,10/8/2016,On,35.00,Yes,9.274,16.30,2819.0,46.98,2712.0,45.20,In,-0.0014,0.0037,0.890,0.00,76.00,1,2.792,11.84,1.124,13.31,0.00040,0.024,556.44,0.210,10/8/2016
-85.07131412,41.50482320,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,167,3.990,273.70,1.000,1007.2,10/8/2016,On,35.00,Yes,9.575,16.30,2987.1,49.79,2873.8,47.90,In,0.0018,0.0037,0.867,0.00,77.00,1,2.720,11.54,1.154,13.31,0.00039,0.023,574.52,0.204,10/8/2016
-85.07132837,41.50482410,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,168,4.108,274.50,1.000,1007.4,10/8/2016,On,35.00,Yes,8.737,16.30,2647.4,44.12,2547.0,42.45,In,0.00,0.0037,0.892,0.00,79.00,1,2.801,11.88,1.121,13.31,0.00042,0.025,524.24,0.210,10/8/2016
-85.07134339,41.50482527,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,169,4.117,275.50,1.000,1007.6,10/8/2016,On,35.00,Yes,8.555,16.30,2586.0,43.10,2487.9,41.47,In,-0.0018,0.0037,0.895,0.00,73.00,1,2.807,11.91,1.118,13.31,0.00043,0.026,513.32,0.211,10/8/2016
-85.07135803,41.50482645,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,170,4.193,276.10,1.000,1007.7,10/8/2016,On,35.00,Yes,8.940,16.30,2653.5,44.23,2552.9,42.55,In,0.0018,0.0037,0.911,0.00,72.00,1,2.859,12.13,1.098,13.31,0.00041,0.025,536.38,0.215,10/8/2016
-85.07137340,41.50482790,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,171,4.167,276.70,1.000,1007.7,10/8/2016,On,35.00,Yes,9.579,16.30,2861.4,47.69,2752.8,45.88,In,0.0014,0.0034,0.975,0.00,73.00,1,2.841,12.05,1.026,12.36,0.00036,0.022,574.77,0.230,10/8/2016
-85.07138869,41.50482958,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,172,4.180,278.70,1.000,1007.7,10/8/2016,On,35.00,Yes,10.60,16.30,3155.9,52.60,3036.2,50.60,In,4.665e-009,0.0034,0.978,0.00,73.00,1,2.850,12.09,1.023,12.36,0.00032,0.019,635.94,0.231,10/8/2016
-85.07140366,41.50483170,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,173,4.150,280.20,1.000,1007.7,10/8/2016,On,35.00,Yes,10.50,16.30,3147.5,52.46,3028.1,50.47,In,3.880e-009,0.0034,0.971,0.00,74.00,1,2.830,12.00,1.030,12.36,0.00033,0.020,629.75,0.229,10/8/2016
