Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.06952069,41.49830394,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,135,3.766,1.200,1.000,947.28,10/10/2016,On,33.69,Yes,5.207,13.90,1787.4,29.79,1768.9,29.48,In,0.654,0.0037,0.788,0.00,79.00,1,2.568,10.49,1.270,13.31,0.00071,0.043,312.41,0.193,10/10/2016
-85.06952034,41.49831243,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,136,3.829,1.100,1.000,947.49,10/10/2016,On,33.78,Yes,4.595,13.90,1547.7,25.80,1531.7,25.53,In,0.612,0.0040,0.749,0.00,78.00,1,2.611,10.69,1.335,14.27,0.00086,0.052,275.72,0.183,10/10/2016
-85.06952009,41.49832490,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,137,3.973,1.000,1.000,947.93,10/10/2016,On,33.89,Yes,5.154,13.90,1667.4,27.79,1650.2,27.50,In,0.554,0.0040,0.780,0.00,77.00,1,2.709,11.13,1.282,14.27,0.00077,0.046,309.23,0.190,10/10/2016
-85.06951995,41.49833564,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,138,3.868,1.000,1.000,948.43,10/10/2016,On,33.90,Yes,5.064,13.90,1682.5,28.04,1665.1,27.75,In,0.552,0.0037,0.814,0.00,77.00,1,2.637,10.84,1.229,13.31,0.00073,0.044,303.87,0.198,10/10/2016
-85.06951961,41.49834611,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,139,3.947,1.200,1.000,948.86,10/10/2016,On,33.89,Yes,5.542,13.90,1804.9,30.08,1786.2,29.77,In,0.556,0.0037,0.830,0.00,76.00,1,2.691,11.05,1.205,13.31,0.00067,0.040,332.51,0.202,10/10/2016
-85.06951939,41.49835670,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,140,3.957,1.700,1.000,949.11,10/10/2016,On,33.81,Yes,6.215,13.90,2024.0,33.73,2003.1,33.38,In,0.597,0.0037,0.830,0.00,74.00,1,2.698,11.05,1.204,13.31,0.00060,0.036,372.90,0.203,10/10/2016
-85.06951894,41.49836752,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,141,3.976,2.400,1.000,949.45,10/10/2016,On,33.68,Yes,5.238,13.90,1703.3,28.39,1685.7,28.10,In,0.657,0.0034,0.895,0.00,70.00,1,2.711,11.07,1.117,12.36,0.00066,0.039,314.25,0.219,10/10/2016
-85.06951813,41.49837860,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,142,4.022,2.900,1.000,949.88,10/10/2016,On,33.62,Yes,5.924,13.90,1908.6,31.81,1888.9,31.48,In,0.692,0.0034,0.904,0.00,73.00,1,2.742,11.17,1.106,12.36,0.00058,0.035,355.46,0.222,10/10/2016
-85.06951749,41.49838952,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,143,3.957,2.600,1.000,950.19,10/10/2016,On,33.65,Yes,7.254,13.90,2373.3,39.55,2348.7,39.15,In,0.678,0.0034,0.890,0.00,73.00,1,2.698,11.00,1.124,12.36,0.00047,0.028,435.22,0.218,10/10/2016
-85.06951668,41.49840116,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,144,4.137,2.100,1.000,950.30,10/10/2016,On,33.64,Yes,7.151,13.90,2238.4,37.31,2215.3,36.92,In,0.683,0.0034,0.930,0.00,70.00,1,2.821,11.50,1.075,12.36,0.00048,0.029,429.04,0.228,10/10/2016
