lat,lon,speed,ts,data
40.7246,-102.1891,0.002,1499184522,0
40.7246,-102.1891,0.011,1499184523,0
40.7246,-102.1891,0.02,1499184524,0
40.7246,-102.1891,0.008,1499184525,0
40.7246,-102.1891,0.01,1499184526,0
40.7246,-102.1891,0.028,1499184527,0
40.7246,-102.1891,0.019,1499184528,0
40.7246,-102.1891,0.031,1499184529,0
40.7246,-102.1891,0.004,1499184530,0
40.7246,-102.1891,0.007,1499184531,0
40.7246,-102.1891,0.008,1499184532,0
40.7246,-102.1891,0.013,1499184533,0
40.7246,-102.1891,0.032,1499184534,0
40.7246,-102.1891,0.015,1499184535,0
40.7246,-102.1891,0.01,1499184536,0
40.7246,-102.1891,0.039,1499184537,0
40.7246,-102.1891,0.046,1499184538,0
40.7246,-102.1891,0.051,1499184539,0
40.7246,-102.1891,0.021,1499184540,0
40.7246,-102.1891,0.054,1499184541,0
40.7246,-102.1891,0.016,1499184542,0
40.7246,-102.1891,0.05,1499184543,0
40.7246,-102.1891,0.033,1499184544,0
40.7246,-102.1891,0.014,1499184545,0
40.7246,-102.1891,0.013,1499184546,0
40.7246,-102.1891,0.023,1499184547,0
40.7246,-102.1891,0.02,1499184548,0
40.7246,-102.1891,0.04,1499184549,0
40.7246,-102.1891,0.024,1499184550,0
40.7246,-102.1891,0.008,1499184551,0
40.7246,-102.1891,0.008,1499184552,0
40.7246,-102.1891,0.007,1499184553,0
40.7246,-102.1891,0.025,1499184554,0
40.7246,-102.1891,0.015,1499184555,0
40.7246,-102.1891,0.006,1499184556,0
40.7246,-102.1891,0.002,1499184557,0
40.7246,-102.1891,0.017,1499184558,0
40.7246,-102.1891,0.048,1499184559,0
40.7246,-102.1891,0.028,1499184560,0
40.7246,-102.1891,0.018,1499184561,0
40.7246,-102.1891,0.007,1499184562,0
40.7246,-102.1891,0.017,1499184563,0
40.7246,-102.1891,0.027,1499184564,0
40.7246,-102.1891,0.026,1499184565,0
40.7246,-102.1891,0.012,1499184566,0
